Site.Code,Round,Name,SiteRound,Date,Year,Month,Day,Time.Start,Time.Stop,Survey.Time,Observers,Pond.Type,Lat,Long,Easting,Northing,Property.Owner,HUC10.Name,HUC12.Name,Nearest,Area,Elevevation,Pond.Made,Source,Developed200m,Forest200m,Wetlands200m,Lawn200m,HerbScrub200m,Water200m,Developed500m,Forest500m,Wetlands500m,Lawn500m,HerbScrub500m,Water500m,Barren.Land.1000m,Cultivated.Crops.1000m,Deciduous.Forest.1000m,Developed.High.Intensity.1000m,Developed.Low.Intensity.1000m,Developed.Medium.Intensity.1000m,Developed.Open.Space.1000m,Emergent.Herbaceuous.Wetlands.1000m,Evergreen.Forest.1000m,Hay.Pasture.1000m,Herbaceuous.1000m,Mixed.Forest.1000m,Open.Water.1000m,Shrub.Scrub.1000m,Woody.Wetlands.1000m,Developed1000m,Forest1000m,Wetlands1000m,Lawn1000m,HerbScrub1000m,Water1000m,Air.Temp,Wind,Humidity,Clouds,In.OutFlow,Canopy.Cover,Water.Temp,Conductivity,Sp.Condunctivity,DO.p,DO.mg,Salinity,Chloride,Turbidity,pH,av.DO,av.DOp,av.SpC,av.pH,av.Sal,av.Turb,av.temp,av.Chlor,Nitrate,People,Perc.Open.Water,Perc.Emergent,Perc.Total.Floating,Perc.Substrate,Perc.Submergent,Substrate,Surface.Heterogeneity ,Sub.Heterogeneity ,Sub.Score,Woody.Debris,Hab.Complexity,av.HC,Notes.2020,Notes.2019,Total.Rich.Native,Plant.Rich,Invert.Rich,Fish.Rich,Vert.Rich,Animal.Rich,Inv.Fish.Rich,Total.Rich,Inv.Fish.P,Herp.Rich,Amphib.Rich,L.clamitans,L.catesbeiana,A.americanus,L.pipiens,H.versicolor,L.palustris,P.maculata,P.crucifer,N.viridescens,Lithobates.spp,Turtles,C.picta,C.serpentina,E.blandingii,Turtle.Rich,Snakes,Fish,C.inconstans,U.limi,P.promelas,N.cornutus,Sm.Unidentified,Lg.Unidentified,L.gibbosus,L.macrochirus,A.melas,C.auratus,Lepomis.spp,L.cyanellus,M.salmoides,C.carpio,Amphipoda.Hyalellidae,Arachnida.Pisauridae,Bivalvia.Sphaeriidae,Bivalvia.Unionidae,Cladocera.spp,Coleoptera.Curculionoidea,Coleoptera.Dytiscidae,Coleoptera.Gyrinidae,Coleoptera.Haliplidae,Coleoptera.Hydrophilidae,Coleoptera.Lampyridae,Coleoptera.Scirtidae,Coleoptera.spp,Collembola.spp,Copepoda.spp,Decapoda.Cambaridae,Diptera.Ceratopogonidae,Diptera.Chaoboridae,Diptera.Chironomidae,Diptera.Culicidae,Diptera.Dixidae,Diptera.Dolichopodidae,Diptera.Ephydridae,Diptera.Psychodidae,Diptera.Sciomyzidae,Diptera.Stratiomyidae,Diptera.Tabanidae,Diptera.Tanyderidae,Diptera.Tipulidae,Diptera.spp,Ephemeroptera.Baetidae,Ephemeroptera.Caenidae,Ephemeroptera.Siphlonuridae,Gastropoda.Ancylidae,Gastropoda.Lymnaeidae,Gastropoda.Physidae,Gastropoda.Planorbidae,Gastropoda.Viviparidae,Hemiptera.Belostomatidae,Hemiptera.Corixidae,Hemiptera.Gerridae,Hemiptera.Mesoveliidae,Hemiptera.Nepidae,Hemiptera.Notonectidae,Hemiptera.Pleidae,Hemiptera.Saldidae,Hemiptera.spp,Hemiptera.Veliidae,Hirudinea.spp,Hydrachnidiae.spp,Isopoda.Asellidae,Lepidoptera.Pyralidae,Odonata.Aeshnidae,Odonata.Coenagrionidae,Odonata.Lestidae,Odonata.Libellulidae,Odonata.spp,Ostracod.spp,Plecoptera.Perlodidae,Trichoptera.Hydroptilidae,Trichoptera.Leptoceridae,Inverts.SEINE,Seine.Distance,Notes.Sweep.Seine,Potamogeton.nodosus,Phalaras.arundinacea,Eleocharis.spp,Ceratophyllum.demersum,Myriophyllum.spicatum,Polygonum.pensylvanicum,Aster.spp,Iris.versicolor,Potamogeton.foliosus,Typha.spp,Sparganium.spp,Scirpus.validus,Carex.spp,Lemna.minor,Sagittaria.latifolia,Elodia.canadensis,Wolffia.columbiana,Stuckenia.pectinata,Sagittaria.cuneata,Alisma.spp,Scirpus.spp,Scirpus.cyperinus,Riccia.fluitans,Potamogeton.spp,Salix.spp,Juncus.effiusus,Lemna.trisula,Drepanocladus.spp,Chara.contraria,Polygonum.amphibium,Ranunculus.sceleratus,Typha.angustifolia,Chara.globularis,Potamogeton.crispus,Phragmites.australis,Utricularia.macrorhiza,Typha.latifolia,Cicuta.bulbifera,Eleocharis.acicularis,Scirpus.fluviatilis,Scirpus.actutus,Spirodela.polyrhiza,Ludwigia.palustris,Vallisneria.americana,Acorus.calamus,Sparganium.eurycarpum,Eleocharis.palustris,Ranunculus.aquatilis,Poa.spp,Chara.spp,Chara.braunii,Myriophyllum.spp,Najas.flexilis,Nuphar.variegata,Pontederia.cordata,Nitella.flexilis,Elodia.nuttalli,Nymphaea.odorata,Potamogeton.zosteriformis,Scirpus.americanus,Lythrum.salicaria,Lycopus.americanus,Nasturtium.officinale,Impatiens.capensis,Sparganium.angustifolium,Ranunculus.flabellaris,Stuckenia.filiformis,Callitriche.palustris,Zannichellia.palustris
AV,1,Avalon,AV_1,6/26/2019,2019,6,26,13:55:00,14:15:00,0:20,"ES,EC,CL,EP",Urban,43.00460131,-89.50442667,295878.9128,4764369.509,CITY OF MADISON ENGINEER STORMWATER UTILITY 533,Headwaters Sugar River,Badger Mill Creek,277.75,424,203,2000,Stormwater,0.685714286,0,0,0.235714286,0.078571429,0,0.546605293,0.003452244,0,0.14269275,0.300345224,0.006904488,0.000573,0.062732741,0.008879977,0.00658837,0.236321971,0.273560584,0.122028072,0.00343741,0,0.268404469,0.005729017,0,0.011744486,0,0,0.516470925,0.008879977,0.00343741,0.122028072,0.336866227,0.011744486,28,2,37,80,NA,2,21.2,93,100.3,31.5,2.71,0.05,4.06,131.9,NA,2.35,27.8,108.5,6.86,0.05,189.13,21.7,53.11,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drag zoop tows, no area/perimeter calculated due to depth, no property owner recorded",28,10,15,0,3,18,0,28,0,3,2,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"backswimmers,beetles,mosquito larvae",5,hard to seine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AV,2,Avalon,AV_2,8/2/2019,2019,8,2,8:45:00,9:00:00,0:15,"CL,EP,BC",Urban,43.00460131,-89.50442667,295878.9128,4764369.509,CITY OF MADISON ENGINEER STORMWATER UTILITY 533,Headwaters Sugar River,Badger Mill Creek,277.75,424,303,2000,Stormwater,0.685714286,0,0,0.235714286,0.078571429,0,0.546605293,0.003452244,0,0.14269275,0.300345224,0.006904488,0.000573,0.062732741,0.008879977,0.00658837,0.236321971,0.273560584,0.122028072,0.00343741,0,0.268404469,0.005729017,0,0.011744486,0,0,0.516470925,0.008879977,0.00343741,0.122028072,0.336866227,0.011744486,22,0,57,1,NA,2,20.2,115.1,126.7,12.9,1.14,0.06,6.04,182.4,NA,2.35,27.8,108.5,6.86,0.05,189.13,21.7,53.11,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very deep,28,10,15,0,3,18,0,28,0,3,2,1,0,0,0,0,0,0,0,0,0,Painted,1,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,too deep in many areas to sweep and seine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF1,3,Badfish 1,BF1_3,5/11/2021,2021,5,11,11:31:00,12:10:00,0:39,"DCT, JM",Rural,42.86369112,-89.26652896,314847.4326,4748170,WIDNR,Badfish Creek,Rutland Creek-Badfish Creek,22.46,1627,279,1968,Natural,0,0,0.964028777,0,0.035971223,0,0,0.013777268,0.754305396,0,0.231917336,0,0.000286,0.245990836,0.032359679,0,0,0,0,0.42812142,0.003150057,0.107101947,0,0.008018328,0.000286,0,0.174684994,0,0.043528064,0.602806415,0,0.353092784,0.000286,11,8,36,2,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,3.85,384.2,7.06,0.19,481.9,17.45,360.83,NA,0,70,2,28,100,0,"Super Muddy, Woody",1,1,2,5,2.25,2.25,"14 Total turtles upon arrival, 6 Blandings and 8 Painted. 2 ranid frogs, 1 green and no sign of pickerel. 1 juv painted turtle predated. 3 seines, 1)0, 2)0, 3) 1 mudminnow.",NA,35,7,19,1,9,28,0,35,0,8,5,1,0,0,0,0,0,0,0,0,NA,"Blanding's,Painted,,,NA",1,0,1,3,NA,"Mud Minnow,,,,NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BF1,4,Badfish 1,BF1_4,5/13/2021,2021,5,13,13:21:00,13:58:00,0:37,DCT,Rural,42.86369112,-89.26652896,314847.4326,4748170,WIDNR,Badfish Creek,Rutland Creek-Badfish Creek,22.46,1627,279,1968,Natural,0,0,0.964028777,0,0.035971223,0,0,0.013777268,0.754305396,0,0.231917336,0,0.000286,0.245990836,0.032359679,0,0,0,0,0.42812142,0.003150057,0.107101947,0,0.008018328,0.000286,0,0.174684994,0,0.043528064,0.602806415,0,0.353092784,0.000286,19,4,20,50,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,3.85,384.2,7.06,0.19,481.9,17.45,360.83,NA,0,70,10,20,100,0,"Super Muddy,Leaf Litter,",1,1,2,5,2.25,2.25,"Small snapping turtle seen basking, lots of turtles out, 11 total, several green frogs, Pickerel and 1 leopard or pickerel. Water cold and clear and not dominated by DW yet.",NA,35,7,19,1,9,28,0,35,0,8,5,1,0,0,1,0,1,0,0,0,NA,"Blanding's,Snapping,Painted,,",1,1,1,3,NA,"Mud Minnow,,,,NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BF1,1,Badfish 1,BF1_1,6/18/2020,2020,6,18,9:24:00,10:15:00,0:51,DCT,Rural,42.86369112,-89.26652896,314847.4326,4748170,WIDNR,Badfish Creek,Rutland Creek-Badfish Creek,22.46,1627,269,1968,Natural,0,0,0.964028777,0,0.035971223,0,0,0.013777268,0.754305396,0,0.231917336,0,0.000286,0.245990836,0.032359679,0,0,0,0,0.42812142,0.003150057,0.107101947,0,0.008018328,0.000286,0,0.174684994,0,0.043528064,0.602806415,0,0.353092784,0.000286,26,5,47,0,0,35,17,293.2,346,3.8,0.36,0.17,360.83,421.8,7.18,0.36,3.85,384.2,7.06,0.19,481.9,17.45,360.83,NA,0,0,10,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thick floating veg layer, clear beneath with thick flocc layer of sticks and leaves. Phalaras on edges, would be emergent id water was higher, looks about 4ft lower than high water line. Lots of toad tads and mudminnows. Lots of green frogs but no larave observed. Corixidae and snails only inverts observed.",NA,35,7,19,1,9,28,0,35,0,8,5,1,1,1,0,0,0,0,0,0,NA,"Painted,Blanding's,,,NA",1,0,1,3,NA,"Mud Minnow,,,,NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF1,2,Badfish 1,BF1_2,8/5/2020,2020,8,5,11:45:00,12:51:00,1:06,DCT,Rural,42.86369112,-89.26652896,314847.4326,4748170,WIDNR,Badfish Creek,Rutland Creek-Badfish Creek,22.46,1627,279,1968,Natural,0,0,0.964028777,0,0.035971223,0,0,0.013777268,0.754305396,0,0.231917336,0,0.000286,0.245990836,0.032359679,0,0,0,0,0.42812142,0.003150057,0.107101947,0,0.008018328,0.000286,0,0.174684994,0,0.043528064,0.602806415,0,0.353092784,0.000286,22,6,53,70,0,35,17.9,365.3,422.4,3.9,0.36,0.2,2.5,542,6.94,0.36,3.85,384.2,7.06,0.19,481.9,17.45,360.83,NA,0,1,10,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Water 1.5 m lower than previous visit. Bank exposed mud with almost no emergent except willows. No submergent detected. Lots of green and toads on bank, only 1 leopard (pickerel?). 1 Blandings 1 Painted. 2 muskrat in middle of pond. Drops off to knee deep mud immediately. Can't survey inner pond.",NA,35,7,19,1,9,28,0,35,0,8,5,1,0,1,0,0,1,0,0,0,NA,"Blanding's,Painted,,,NA",1,0,1,3,NA,"Mud Minnow,,,,NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF2,3,Badfish 2,BF2_3,5/11/2021,2021,5,11,12:45:00,13:11:00,0:26,"DCT, JM",Rural,42.86444704,-89.26700947,314810.4389,4748255.004,WIDNR,Badfish Creek,Rutland Creek-Badfish Creek,25.18,1229,284,1968,Natural,0,0,0.921985816,0,0.078014184,0,0,0.012629162,0.765786452,0,0.221584386,0,0.000572,0.218088151,0.028334287,0,0,0,0,0.458500286,0.004579279,0.107040641,0,0.006296508,0.000286,0,0.176302232,0,0.039210074,0.634802519,0,0.325128792,0.000286,12,11,34,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,13.65,321.5,7.73,0.16,472.6,18.05,145.58,NA,0,60,5,35,0,100,Super muddy,1,1,1,4,1.75,1.88,"Water high and clear, Seines: 1)Belostomatid 2)0, 3)0. Mud and woody debris make seining incredibly difficult",NA,46,12,27,1,7,34,0,46,0,6,4,1,0,0,0,0,0,0,0,0,NA,Painted,1,0,0,2,NA,Mudminnow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BF2,4,Badfish 2,BF2_4,5/13/2021,2021,5,13,14:50:00,15:24:00,0:34,DCT,Rural,42.86444704,-89.26700947,314810.4389,4748255.004,WIDNR,Badfish Creek,Rutland Creek-Badfish Creek,25.18,1229,284,1968,Natural,0,0,0.921985816,0,0.078014184,0,0,0.012629162,0.765786452,0,0.221584386,0,0.000572,0.218088151,0.028334287,0,0,0,0,0.458500286,0.004579279,0.107040641,0,0.006296508,0.000286,0,0.176302232,0,0.039210074,0.634802519,0,0.325128792,0.000286,19,6,20,45,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,13.65,321.5,7.73,0.16,472.6,18.05,145.58,NA,0,30,5,65,0,100,"Super Muddy,Leaf Litter,",1,1,2,4,2,1.88,"Water cool and clear, not dominated by floating yet. Lots of submergent veg. Lethoceran and pickerel.",NA,46,12,27,1,7,34,0,46,0,6,4,1,0,0,0,0,1,0,0,0,NA,Painted,1,0,0,2,NA,Mudminnow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BF2,1,Badfish 2,BF2_1,6/18/2020,2020,6,18,11:04:00,11:33:00,0:29,DCT,Rural,42.86444704,-89.26700947,314810.4389,4748255.004,WIDNR,Badfish Creek,Rutland Creek-Badfish Creek,25.18,1229,284,1968,Natural,0,0,0.921985816,0,0.078014184,0,0,0.012629162,0.765786452,0,0.221584386,0,0.000572,0.218088151,0.028334287,0,0,0,0,0.458500286,0.004579279,0.107040641,0,0.006296508,0.000286,0,0.176302232,0,0.039210074,0.634802519,0,0.325128792,0.000286,28,6,38,2,0,5,19.5,276.1,308.3,7.9,0.7,0.15,145.58,429.5,7.43,1.27,13.65,321.5,7.73,0.16,472.6,18.05,145.58,NA,0,2,8,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,Water is deep with deep flocc layer and water column totally filled with Elodia and coontail. Tons of dragonflies and millions of toadlets. Observed leopard frog eating a toadlet,NA,46,12,27,1,7,34,0,46,0,6,4,1,1,1,0,0,0,0,0,0,NA,NA,0,0,0,2,NA,"Mud Minnow,,,,NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF2,2,Badfish 2,BF2_2,8/5/2020,2020,8,5,10:04:00,10:55:00,0:51,DCT,Rural,42.86444704,-89.26700947,314810.4389,4748255.004,WIDNR,Badfish Creek,Rutland Creek-Badfish Creek,25.18,1229,284,1968,Natural,0,0,0.921985816,0,0.078014184,0,0,0.012629162,0.765786452,0,0.221584386,0,0.000572,0.218088151,0.028334287,0,0,0,0,0.458500286,0.004579279,0.107040641,0,0.006296508,0.000286,0,0.176302232,0,0.039210074,0.634802519,0,0.325128792,0.000286,21,5,60,40,0,20,16.6,281,334.7,19.4,1.84,0.16,2.53,515.7,8.02,1.27,13.65,321.5,7.73,0.16,472.6,18.05,145.58,NA,0,1,5,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,100's of bullfrog and green frogs and lots of toadlets along edge. Water 1.5 meter below NHWL leaving a mudbank. Almost no current emergent except moss and willows. Emergent estimated for NHWL. Surface covered in Wolffia with dense submergent below. Water cold.,NA,46,12,27,1,7,34,0,46,0,6,4,1,1,1,0,0,1,0,0,0,NA,"Blanding's,Painted,,,NA",1,0,1,2,Garter,"Mudminnow,,,,NA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BF3,3,Badfish 3,BF3_3,5/11/2021,2021,5,11,14:08:00,NA,NA,"DCT, JM",Rural,42.87154,-89.26814,314739.308,4749045.182,WIDNR,Badfish Creek,Rutland Creek-Badfish Creek,15.16,3469,269,1968,Natural,0,0.092857143,0.8,0,0.107142857,0,0,0.049199085,0.688787185,0,0.26201373,0,0.000572,0.161705781,0.004579279,0,0.000859,0,0.004293074,0.540927304,0.004579279,0.203205495,0,0.004579279,0.000286,0,0.07441328,0.000859,0.013737836,0.615340584,0.004293074,0.364911276,0.000286,13,7,31,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.18,132.6,584.5,7.88,0.29,87.23,21.15,343.53,NA,0,85,10,5,65,35,Super muddy,5,4,1,3,3.25,3.38,"Water much lower than ususal 20 cm of water on 50cm of thick mud. No amphibians, but 3 snapping turtles and 2 water snakes. No seining, mud makes it impossible.",NA,57,21,29,2,7,36,0,57,0,5,4,1,0,0,0,0,0,0,0,0,NA,Snapping,0,1,0,1,Water,Stickleback,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BF3,4,Badfish 3,BF3_4,5/13/2021,2021,5,13,15:44:00,16:07:00,0:23,DCT,Rural,42.87154,-89.26814,314739.308,4749045.182,WIDNR,Badfish Creek,Rutland Creek-Badfish Creek,15.16,3469,269,1968,Natural,0,0.092857143,0.8,0,0.107142857,0,0,0.049199085,0.688787185,0,0.26201373,0,0.000572,0.161705781,0.004579279,0,0.000859,0,0.004293074,0.540927304,0.004579279,0.203205495,0,0.004579279,0.000286,0,0.07441328,0.000859,0.013737836,0.615340584,0.004293074,0.364911276,0.000286,18,6,24,30,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.18,132.6,584.5,7.88,0.29,87.23,21.15,343.53,NA,0,83,15,2,45,55,Super muddy,5,5,1,3,3.5,3.38,"Super low water and very muddy. Water clear and about 12 cm deep, but mud is 50cm dep",NA,57,21,29,2,7,36,0,57,0,5,4,1,0,0,0,0,0,0,0,0,NA,Snapping,0,1,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
